,Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
2373,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,83.0,8.7,16
2374,Time Crisis: Razing Storm,PS3,2010,Shooter,58.0,5.9,16
2375,Summer Sports: Paradise Island,Wii,2008,Sports,46.0,4.6,6
2376,Time Crisis II,PS2,2001,Shooter,81.0,7.9,16
2377,NCAA March Madness 06,PS2,2005,Sports,78.0,9.1,6
2379,Valkyria Chronicles II,PSP,2010,Role-Playing,83.0,8.1,16
2380,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,85.0,8.8,16
2381,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,78.0,8.1,6
2382,Legacy of Kain: Defiance,PS2,2003,Action,75.0,9.3,18
2383,NCAA March Madness 2005,PS2,2004,Sports,78.0,8.3,6
2384,007 Racing,PS,2000,Racing,51.0,4.6,16
2385,Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,87.0,8.8,16
2386,Conflict: Vietnam,PS2,2004,Shooter,58.0,8.1,18
2388,MLB SlugFest 20-04,PS2,2003,Sports,78.0,8.3,6
2389,Blitz: The League,XB,2004,Sports,78.0,7.7,18
2390,Manhunt 2,Wii,2007,Action,62.0,7.1,18
2394,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,82.0,8.5,16
2395,Burnout Revenge,XB,2005,Racing,89.0,8.4,12
2396,Medal of Honor: European Assault,XB,2005,Shooter,72.0,7.0,16
2397,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,71.0,8.2,6
2398,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,59.0,6.6,16
2399,NBA 06,PS2,2005,Sports,63.0,6.3,6
2400,Excite Truck,Wii,2006,Racing,72.0,8.4,6
2401,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,69.0,7.6,12
2402,X-Men Legends,GC,2004,Role-Playing,81.0,8.5,16
2404,Jewel Master Egypt,DS,2009,Puzzle,56.0,,6
2405,ModNation Racers,PSP,2010,Racing,73.0,7.7,6
2406,WWE SmackDown vs. Raw 2010,DS,2009,Fighting,75.0,8.3,16
2407,Oni,PS2,2001,Action,69.0,7.8,16
2408,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,61.0,6.4,16
2409,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,47.0,5.4,6
2410,Terminator Salvation,PS3,2009,Shooter,43.0,3.9,16
2411,How to Train Your Dragon,DS,2010,Action,60.0,,12
2412,The Lord of the Rings: The Two Towers,GC,2002,Action,82.0,8.7,16
2414,Juiced,PS2,2005,Racing,68.0,7.7,16
2415,The Warriors,PS2,2005,Action,84.0,8.5,18
2416,Star Fox Command,DS,2006,Shooter,76.0,7.3,12
2418,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,66.0,8.0,18
2419,Mario Tennis: Power Tour,GBA,2005,Sports,81.0,8.0,6
2420,Seaman,DC,1999,Simulation,82.0,8.4,16
2422,Stuntman: Ignition,PS3,2007,Racing,76.0,6.2,16
2423,F.E.A.R. 2: Project Origin,X360,2009,Shooter,77.0,8.0,18
2424,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,69.0,8.2,6
2425,GT Pro Series,Wii,2006,Racing,41.0,4.0,6
2426,Tiger Woods PGA Tour 11,X360,2010,Sports,79.0,7.8,6
2427,The Golden Compass,PS2,2007,Action,46.0,5.2,12
2428,Final Fantasy Chronicles,PS,2001,Role-Playing,89.0,9.1,16
2429,F1 2009,PSP,2009,Racing,68.0,7.2,6
2430,Syphon Filter 3,PS,2001,Shooter,73.0,8.5,18
2431,Metal Gear Solid 2: Substance,PS2,2002,Action,87.0,9.0,18
2432,Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,68.0,7.1,16
2433,NBA Live 08,X360,2007,Sports,73.0,5.3,6
2434,Guinness World Records: The Videogame,DS,2008,Action,70.0,,6
2435,We Love Katamari,PS2,2005,Puzzle,86.0,8.9,6
2437,NCAA Football 2003,XB,2002,Sports,90.0,8.2,6
2438,We Cheer,Wii,2008,Simulation,56.0,7.3,12
2439,Madden NFL 07,PS3,2006,Sports,76.0,4.2,6
2440,Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,68.0,,16
2442,NBA Live 09,PS3,2008,Sports,75.0,7.8,6
2444,SingStar Dance,PS3,2010,Misc,65.0,3.9,16
2446,Swing Away Golf,PS2,2000,Sports,78.0,,6
2447,Tomb Raider: Legend,PS2,2006,Action,82.0,7.1,16
2448,Freedom Fighters,PS2,2003,Shooter,81.0,8.4,16
2449,Silent Hill: Origins,PSP,2007,Action,78.0,7.8,18
2450,Gun,XB,2005,Shooter,79.0,7.8,18
2451,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,52.0,,6
2452,Fight Night Round 3,PSP,2006,Fighting,74.0,8.1,16
2453,The Punisher,PS2,2005,Action,68.0,8.2,18
2455,SSX On Tour,PS2,2005,Sports,80.0,7.9,6
2456,Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,78.0,7.5,16
2457,Tony Hawk's Pro Skater 3,GBA,2002,Sports,90.0,8.0,6
2458,Way of the Samurai 3,PS3,2008,Action,58.0,7.9,18
2459,The Sims 2: Open for Business,PC,2006,Simulation,78.0,8.6,16
2460,Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,77.0,7.9,6
2461,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,69.0,8.1,6
2462,SimAnimals,DS,2009,Simulation,70.0,7.5,6
2463,NBA Live 2002,PS,2001,Sports,81.0,8.8,6
2464,Way of the Samurai,PS2,2002,Action,74.0,8.2,18
2465,The 3rd Birthday,PSP,2010,Role-Playing,71.0,6.1,18
2466,Kung Fu Panda,PS3,2008,Action,76.0,7.3,12
2468,Pac-Man Fever,PS2,2001,Misc,47.0,6.3,6
2469,Spectrobes: Beyond the Portals,DS,2008,Role-Playing,70.0,7.7,12
2470,HSX HyperSonic.Xtreme,PS2,2002,Racing,53.0,8.4,6
2471,Lair,PS3,2007,Action,53.0,6.4,16
2472,Madden NFL 2004,GC,2003,Sports,94.0,7.7,6
2473,Summoner,PS2,2000,Role-Playing,74.0,7.8,16
2476,NBA Live 07,PSP,2006,Sports,64.0,7.5,6
2477,IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,80.0,8.4,16
2479,Major League Baseball 2K10,X360,2010,Sports,76.0,7.6,6
2480,Alice in Wonderland,Wii,2010,Adventure,69.0,7.4,12
2481,Ratatouille,PS3,2007,Action,55.0,4.8,6
2482,NBA Live 2004,XB,2003,Sports,85.0,8.2,6
2483,Iron Man,DS,2008,Action,56.0,7.0,12
2485,Pro Evolution Soccer 2010,Wii,2009,Sports,82.0,8.4,6
2486,Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,62.0,8.8,6
2487,Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,74.0,8.1,16
2488,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,75.0,8.4,16
2489,Dragon Age: Origins,PC,2009,Role-Playing,91.0,8.6,18
2490,Dynasty Warriors,PSP,2004,Action,62.0,7.3,16
2491,NHL 07,PS2,2006,Sports,76.0,4.6,12
2492,SoulCalibur: Broken Destiny,PSP,2009,Fighting,80.0,6.2,16
2493,Dragon Ball: Raging Blast,X360,2009,Fighting,56.0,7.5,16
2495,World Championship Poker,XB,2004,Misc,66.0,,6
2496,The BIGS,PS2,2007,Sports,71.0,4.8,6
2497,Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,73.0,7.0,16
2498,NBA Ballers,XB,2004,Sports,82.0,8.1,6
2499,Silent Hill 4: The Room,PS2,2004,Action,76.0,7.8,18
2500,Capcom Classics Collection,PS2,2005,Misc,78.0,8.4,16
2501,My Word Coach,Wii,2007,Misc,68.0,,6
2503,The Saboteur,X360,2009,Action,73.0,8.2,18
2504,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,56.0,,6
2505,Sonic Riders,PS2,2006,Racing,55.0,7.2,6
2506,Looney Tunes: Back in Action,PS2,2003,Platform,51.0,7.5,6
2507,Monsters vs. Aliens,DS,2009,Action,47.0,,6
2508,NHL 09,X360,2008,Sports,88.0,8.4,12
2509,Bully: Scholarship Edition,Wii,2008,Action,83.0,8.4,16
2510,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,81.0,7.8,16
2511,Midnight Club II,XB,2003,Racing,86.0,7.6,16
2512,Tiger Woods PGA Tour 07,PS3,2006,Sports,81.0,,6
2513,Ratatouille,Wii,2007,Action,62.0,6.7,6
2514,Avatar: The Last Airbender,GC,2006,Adventure,60.0,6.5,12
2515,The Mummy Returns,PS2,2001,Action,44.0,7.0,16
2516,Hitman: Blood Money,PS2,2006,Action,83.0,8.4,18
2517,Lost: Via Domus,PS3,2008,Action,54.0,6.9,16
2518,Crash: Mind Over Mutant,PS2,2008,Platform,73.0,6.5,12
2519,Activision Anthology,PS2,2002,Misc,75.0,7.7,6
2520,Picross DS,DS,2007,Puzzle,83.0,8.7,6
2522,Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,63.0,7.1,16
2523,Test Drive Unlimited,PSP,2007,Racing,80.0,7.3,12
2525,R.U.S.E.,PS3,2010,Strategy,76.0,7.3,16
2528,Star Wars: Jedi Starfighter,PS2,2002,Simulation,81.0,8.3,16
2529,Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,88.0,9.1,6
2530,Sega Bass Fishing,Wii,2008,Sports,59.0,6.3,6
2531,Dead or Alive Ultimate,XB,2004,Fighting,83.0,8.7,18
2532,RPG Maker,PS,1997,Role-Playing,66.0,8.2,6
2534,Rooms: The Main Building,DS,2010,Adventure,56.0,,6
2535,Dance Dance Revolution Universe 2,X360,2007,Simulation,65.0,7.4,12
2536,Burnout Revenge,X360,2006,Racing,89.0,8.1,12
2537,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,65.0,7.3,6
2538,Monster Hunter,PS2,2004,Role-Playing,68.0,8.9,16
2539,NBA Street Homecourt,X360,2007,Sports,80.0,8.2,6
2540,Tony Hawk's Underground 2,GC,2004,Sports,82.0,8.9,16
2541,SplashDown: Rides Gone Wild,PS2,2003,Racing,80.0,8.7,6
2542,Shrek SuperSlam,PS2,2005,Action,67.0,9.0,12
2543,Rayman Advance,GBA,2001,Platform,84.0,8.4,6
2544,Fantastic 4,PS2,2005,Action,64.0,7.8,16
2545,Men in Black II: Alien Escape,PS2,2002,Shooter,50.0,7.3,16
2547,Madden NFL 07,Wii,2006,Sports,81.0,8.0,6
2548,Spider-Man 2,DS,2004,Action,61.0,5.0,6
2550,Picross 3D,DS,2009,Puzzle,83.0,8.4,6
2551,Dynasty Warriors: Gundam 2,PS3,2008,Action,54.0,7.0,16
2552,Tony Hawk's Underground 2,GBA,2004,Sports,70.0,,6
2554,SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,57.0,5.6,6
2556,Tony Hawk's Project 8,X360,2006,Sports,81.0,7.6,16
2558,The Matrix: Path of Neo,PS2,2005,Action,69.0,7.9,16
2559,Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,66.0,7.6,12
2561,WWE Wrestlemania X8,GC,2002,Fighting,64.0,6.9,16
2562,Boogie,Wii,2007,Misc,57.0,5.3,12
2563,GoldenEye: Rogue Agent,XB,2004,Shooter,61.0,7.2,16
2564,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,78.0,8.7,12
2565,The Sims,GC,2003,Simulation,85.0,7.7,16
2567,Grandia III,PS2,2005,Role-Playing,77.0,8.3,16
2569,Scarface: The World is Yours,XB,2006,Action,76.0,8.4,18
2571,Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,61.0,5.0,12
2572,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,56.0,7.3,6
2574,Medal of Honor,PC,2010,Shooter,72.0,6.4,18
2576,Crazy Taxi,GC,2001,Racing,69.0,7.5,16
2577,Dragon Ball Z: Burst Limit,X360,2008,Fighting,72.0,7.6,16
2578,Spy Hunter 2,PS2,2003,Racing,57.0,6.4,16
2579,Pac-Man World 2,XB,2002,Action,66.0,,6
2580,Sniper: Art of Victory,PC,2008,Shooter,36.0,3.6,18
2581,Tales of Legendia,PS2,2005,Role-Playing,72.0,7.7,16
2582,FIFA Soccer 09,DS,2008,Sports,84.0,6.1,6
2585,Alone in the Dark,X360,2008,Adventure,58.0,5.7,18
2586,Shrek the Third,PS2,2007,Action,56.0,6.1,12
2587,Need for Speed: Porsche Unleashed,GBA,2004,Racing,62.0,7.8,6
2588,Far Cry 2,PC,2008,Action,85.0,5.8,18
2589,NFL Street 2,XB,2004,Sports,78.0,6.5,6
2590,Rock Band Unplugged,PSP,2009,Misc,79.0,8.6,16
2592,You're in the Movies,X360,2008,Misc,55.0,5.5,6
2593,Scene It? Lights Camera Action,X360,2007,Misc,73.0,8.1,16
2595,Dark Sector,X360,2008,Shooter,72.0,7.5,18
2596,Tiger Woods PGA Tour 07,X360,2006,Sports,80.0,7.9,6
2599,Secret Weapons Over Normandy,PS2,2003,Simulation,81.0,8.2,16
2600,Crash of the Titans,DS,2007,Action,73.0,5.9,6
2602,The Saboteur,PS3,2009,Action,72.0,8.1,18
2604,Theme Park Roller Coaster,PS2,2000,Strategy,82.0,7.9,6
2606,Midnight Club: Street Racing,GBA,2001,Racing,50.0,5.3,6
2607,Tiger Woods PGA Tour 06,XB,2005,Sports,81.0,5.1,6
2609,FIFA World Cup Germany 2006,X360,2006,Sports,72.0,6.6,6
2610,World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,80.0,9.1,6
2611,Children of Mana,DS,2006,Role-Playing,65.0,6.0,12
2612,Fantavision,PS2,2000,Puzzle,72.0,6.3,6
2613,X-Men: Next Dimension,PS2,2002,Fighting,61.0,8.7,16
2614,Dynasty Warriors Gundam,PS3,2007,Action,60.0,6.9,16
2616,Alice in Wonderland,DS,2010,Adventure,78.0,,12
2617,Spider-Man 3,Wii,2007,Platform,53.0,5.3,16
2619,James Bond 007: Blood Stone,X360,2010,Shooter,62.0,7.1,16
2621,Dark Sector,PS3,2008,Shooter,72.0,7.6,18
2622,ICO,PS2,2001,Action,90.0,8.8,16
2624,Ford Racing Off Road,Wii,2008,Racing,37.0,6.3,6
2625,Unreal Tournament III,X360,2008,Shooter,82.0,7.6,18
2627,Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,75.0,8.0,16
2628,Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,84.0,9.0,16
2629,Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,82.0,8.8,12
2630,Hot Wheels Velocity X,PS2,2002,Racing,54.0,7.1,6
2631,MySims Racing,Wii,2009,Racing,68.0,7.4,6
2632,Clash of Elementalists,DS,2010,Action,34.0,,16
2633,F.E.A.R. 2: Project Origin,PS3,2009,Shooter,79.0,7.9,18
2634,The Sims 2: Pets,Wii,2007,Simulation,65.0,7.3,16
2635,L.A. Rush,PS2,2005,Racing,58.0,8.0,16
2636,Crash: Mind Over Mutant,X360,2008,Platform,60.0,6.5,12
2637,Viva Pinata: Trouble in Paradise,X360,2008,Simulation,82.0,7.9,6
2639,NBA Ballers: Phenom,PS2,2006,Sports,69.0,8.5,6
2640,Need for Speed Carbon,XB,2006,Racing,74.0,7.4,12
2641,Shadowrun,X360,2007,Role-Playing,66.0,7.5,18
2642,Crazy Taxi: Fare Wars,PSP,2007,Racing,64.0,7.1,12
2643,"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,85.0,8.1,18
2644,Emergency Heroes,Wii,2008,Racing,41.0,4.2,12
2645,FlingSmash,Wii,2010,Action,48.0,6.8,6
2646,Downhill Domination,PS2,2003,Racing,79.0,8.9,16
2647,Dead Space Extraction,Wii,2009,Shooter,82.0,8.1,18
2648,Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,70.0,5.6,12
2649,Silent Hill: Shattered Memories,Wii,2009,Action,79.0,8.0,18
2650,Active Life: Extreme Challenge,Wii,2009,Sports,56.0,,6
2651,Spider-Man: Friend or Foe,DS,2007,Action,55.0,,12
2652,World Series of Poker,PS2,2005,Misc,46.0,8.2,12
2653,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,75.0,7.3,12
2656,Kong: The 8th Wonder of the World,GBA,2005,Action,59.0,,12
2657,Spider-Man 3,DS,2007,Platform,79.0,6.5,12
2658,Dead or Alive 4,X360,2005,Fighting,85.0,8.2,18
2659,Godzilla: Save the Earth,PS2,2004,Fighting,62.0,8.7,16
2660,Dance Dance Revolution: Mario Mix,GC,2005,Misc,69.0,8.4,6
2661,Metal Gear Solid: The Twin Snakes,GC,2004,Action,85.0,9.0,18
2663,Mat Hoffman's Pro BMX 2,PS2,2002,Sports,76.0,9.1,16
2665,Iridion 3D,GBA,2001,Shooter,53.0,,6
2666,2010 FIFA World Cup South Africa,PSP,2010,Sports,69.0,7.4,6
2667,Classic NES Series: Pac-Man,GBA,2004,Puzzle,53.0,,6
2669,SimCity Creator,Wii,2008,Simulation,67.0,6.8,6
2670,Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,62.0,5.5,6
2671,Harry Potter and the Order of the Phoenix,Wii,2007,Action,69.0,7.2,12
2672,The Sims 3: Ambitions,PC,2010,Simulation,74.0,7.3,16
2673,Razor Freestyle Scooter,PS,1999,Sports,65.0,,6
2674,Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,76.0,7.7,6
2675,Rygar: The Legendary Adventure,PS2,2002,Action,83.0,8.4,16
2676,Syphon Filter: Logan's Shadow,PSP,2007,Shooter,85.0,8.8,16
2677,Kessen II,PS2,2001,Strategy,71.0,8.3,16
2678,Stuart Little 2,GBA,2002,Platform,59.0,,6
2679,Tak 2: The Staff of Dreams,GBA,2004,Platform,45.0,,6
2680,SingStar Amped,PS2,2007,Misc,76.0,,16
2681,Brothers In Arms: Earned in Blood,PS2,2005,Shooter,71.0,7.9,18
2682,Dragon Ball Z: Sagas,PS2,2005,Fighting,49.0,5.4,16
2683,Scooby-Doo,GBA,2001,Platform,64.0,,6
2685,NBA Live 07,X360,2006,Sports,59.0,4.9,6
2686,Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,82.0,7.6,18
2687,The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,57.0,6.8,6
2688,The Mark of Kri,PS2,2002,Action,80.0,7.9,18
2689,Need for Speed: Hot Pursuit,Wii,2010,Racing,50.0,3.7,12
2690,Crash Nitro Kart,GBA,2003,Racing,77.0,8.3,6
2691,Crayola: Treasure Adventures,DS,2007,Puzzle,65.0,,6
2693,WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,72.0,,16
2694,Jak and Daxter: The Lost Frontier,PS2,2009,Platform,72.0,4.6,12
2695,Star Wars: Demolition,PS,2000,Racing,63.0,6.5,16
2696,Delta Force: Black Hawk Down,PS2,2005,Shooter,58.0,8.8,16
2697,.hack//Outbreak Part 3,PS2,2002,Role-Playing,70.0,8.7,16
2698,MX vs. ATV Untamed,PS3,2007,Racing,67.0,6.1,6
2699,Boom Blox Bash Party,Wii,2009,Puzzle,86.0,8.4,6
2700,Top Spin,XB,2003,Sports,89.0,8.2,6
2701,Brothers In Arms: D-Day,PSP,2006,Shooter,65.0,9.1,18
2702,The Golden Compass,X360,2007,Action,41.0,4.1,12
2703,Tomb Raider: Legend,PSP,2006,Action,67.0,7.9,16
2705,Enter the Matrix,GC,2003,Action,63.0,8.0,16
2707,NASCAR 2005: Chase for the Cup,XB,2004,Racing,86.0,,6
2709,The Powerpuff Girls: Relish Rampage,PS2,2002,Action,46.0,6.8,6
2710,Bleach: The Blade of Fate,DS,2006,Fighting,83.0,7.5,16
2711,NFL Head Coach,PS2,2006,Sports,66.0,6.9,6
2712,Tomb Raider: Underworld,Wii,2008,Action,70.0,7.2,16
2713,Area 51,PS2,2005,Shooter,75.0,8.4,18
2714,NHL 2005,PS2,2004,Sports,75.0,8.3,6
2715,The New York Times Crosswords,DS,2007,Puzzle,79.0,6.7,16
2716,Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,76.0,8.7,16
2717,Dynasty Warriors: Strikeforce,PSP,2009,Action,65.0,6.8,16
2718,Brain Challenge,DS,2008,Misc,68.0,7.0,6
2719,Enemy Territory: Quake Wars,X360,2008,Shooter,69.0,7.3,16
2721,ATV Offroad Fury Pro,PSP,2006,Racing,76.0,,6
2722,Burnout Dominator,PSP,2007,Racing,76.0,8.2,12
2723,Crash of the Titans,Wii,2007,Action,69.0,5.8,12
2725,Tekken Advance,GBA,2001,Fighting,82.0,8.2,16
2726,Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,86.0,8.4,18
2727,Pirates of the Caribbean: At World's End,Wii,2007,Action,53.0,7.2,16
2728,Bee Movie Game,DS,2007,Action,58.0,,6
2729,Sega Rally Revo,X360,2007,Racing,77.0,7.2,6
2730,Samurai Warriors: Xtreme Legends,PS2,2004,Action,72.0,8.6,16
2731,LEGO Rock Band,DS,2009,Misc,80.0,7.5,6
2732,WWE WrestleMania 21,XB,2005,Fighting,56.0,6.9,16
2733,NBA Live 2005,GC,2004,Sports,83.0,6.7,6
2735,WWE Day of Reckoning,GC,2004,Fighting,79.0,9.1,16
2736,NBA Live 10,X360,2009,Sports,80.0,7.7,6
2737,ATV Quad Power Racing 2,XB,2003,Racing,68.0,,6
2738,Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,38.0,5.0,16
2740,Sled Storm,PS2,2002,Racing,73.0,7.7,16
2745,Mario Golf: Advance Tour,GBA,2004,Sports,84.0,8.6,6
2746,Celebrity Sports Showdown,Wii,2008,Sports,50.0,4.6,6
2748,Disney Guilty Party,Wii,2010,Misc,78.0,8.0,6
2750,Major League Baseball 2K6,PS2,2006,Sports,70.0,5.2,6
2751,Brunswick Pro Bowling,X360,2010,Sports,44.0,,6
2752,World Soccer Winning Eleven 9,XB,2005,Sports,89.0,7.9,6
2753,Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,47.0,7.8,16
2754,The Thing,PS2,2002,Adventure,78.0,7.4,18
2755,Van Helsing,PS2,2004,Action,64.0,8.5,16
2758,X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,84.0,8.7,16
2761,Worms: Open Warfare 2,PSP,2007,Strategy,80.0,8.1,12
2762,Spawn: Armageddon,PS2,2003,Action,56.0,7.4,18
2763,Sid Meier's Civilization Revolution,DS,2008,Strategy,80.0,7.7,12
2764,Tiger Woods PGA Tour 2003,XB,2002,Sports,88.0,8.5,6
2765,Battlefield 2: Modern Combat,PS2,2005,Shooter,80.0,8.5,16
2766,50 Cent: Bulletproof,XB,2005,Action,50.0,5.9,18
2767,Tony Hawk's Proving Ground,PS3,2007,Sports,73.0,6.6,16
2768,LEGO Star Wars II: The Original Trilogy,XB,2006,Action,85.0,8.6,12
2769,Viking: Battle for Asgard,X360,2008,Action,68.0,8.0,18
2770,Dragon Quest Heroes: Rocket Slime,DS,2005,Action,83.0,7.6,6
2771,Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,66.0,8.2,12
2772,G-Force,Wii,2009,Action,69.0,8.0,12
2774,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,74.0,8.0,16
2775,MX Unleashed,XB,2004,Racing,81.0,9.3,6
2776,Wario World,GC,2003,Platform,71.0,7.2,6
2778,Scooby-Doo! Mystery Mayhem,GBA,2003,Action,53.0,,6
2780,The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,59.0,6.6,12
2781,Samurai Warriors 3,Wii,2009,Action,55.0,7.2,16
2782,Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,65.0,4.0,12
2783,TimeSplitters 2,GC,2002,Shooter,88.0,9.0,16
2784,Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,92.0,8.7,18
2785,Food Network: Cook or Be Cooked,Wii,2009,Misc,53.0,6.8,6
2786,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,75.0,8.7,16
2787,The Darkness,X360,2007,Shooter,82.0,8.1,18
2788,Thrillville: Off the Rails,Wii,2007,Strategy,70.0,2.8,12
2790,Spider-Man: Shattered Dimensions,PS3,2010,Action,74.0,7.5,16
2791,NFL Blitz 20-03,PS2,2002,Sports,73.0,8.6,6
2792,Eternal Sonata,PS3,2008,Role-Playing,80.0,7.8,16
2793,Karaoke Revolution,Wii,2009,Misc,63.0,,16
2794,Star Wars: Jedi Starfighter,XB,2002,Simulation,78.0,5.2,16
2795,Classic NES Series: Metroid,GBA,2004,Adventure,58.0,8.6,6
2796,Nicktoons: Attack of the Toybots,Wii,2007,Platform,60.0,6.0,6
2797,Primal,PS2,2003,Action,73.0,8.6,18
2799,Band Hero,DS,2009,Misc,65.0,7.0,12
2800,Need for Speed Underground 2,GBA,2004,Racing,72.0,8.2,6
2801,Master of Illusion,DS,2006,Puzzle,69.0,,6
2802,SSX Tricky,XB,2001,Sports,88.0,8.5,6
2805,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,68.0,8.4,16
2806,Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,43.0,5.3,16
2807,NCAA Football 2004,XB,2003,Sports,88.0,8.8,6
2808,Bionicle,PS2,2003,Action,51.0,3.6,6
2810,Naughty Bear,PS3,2010,Action,43.0,5.5,16
2811,MLB 2002,PS,2001,Sports,76.0,8.1,6
2816,Hyperdimension Neptunia,PS3,2010,Role-Playing,45.0,7.0,16
2817,TimeSplitters,PS2,2000,Shooter,81.0,8.0,16
2818,InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,51.0,8.1,16
2819,Mega Man Zero 2,GBA,2003,Platform,81.0,8.6,6
2820,My Spanish Coach,DS,2007,Misc,73.0,,6
2822,Ghostbusters: The Video Game,PS2,2009,Action,64.0,8.7,12
2823,Hunter: The Reckoning  Wayward,PS2,2003,Action,68.0,8.8,18
2824,EyeToy: AntiGrav,PS2,2004,Sports,71.0,7.8,6
2825,EverQuest Online Adventures,PS2,2003,Role-Playing,74.0,8.2,16
2826,OkamiDen,DS,2010,Adventure,82.0,7.9,12
2829,Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,71.0,8.8,16
2830,TouchMaster 3,DS,2009,Puzzle,68.0,,6
2831,Dawn of Mana,PS2,2006,Role-Playing,57.0,6.8,16
2832,Castlevania: Dawn of Sorrow,DS,2005,Platform,89.0,8.5,16
2834,Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,66.0,7.8,16
2835,Alpha Protocol,PS3,2010,Role-Playing,64.0,6.9,18
2837,Madden NFL 2003,GC,2002,Sports,92.0,8.5,6
2838,Midway Arcade Treasures,XB,2003,Misc,74.0,,16
2839,Disney Sing It,X360,2008,Misc,53.0,5.2,6
2840,Microsoft Flight Simulator X,PC,2006,Simulation,80.0,7.6,6
2841,SEGA Classics Collection,PS2,2005,Misc,46.0,6.7,16
2842,Crash: Mind Over Mutant,Wii,2008,Platform,70.0,6.6,12
2843,Naruto: Ninja Council 3,DS,2006,Action,56.0,6.5,12
2844,NBA Street,GC,2002,Sports,88.0,8.6,6
2845,Def Jam Icon,PS3,2007,Action,68.0,4.4,18
2847,The Legend of Spyro: The Eternal Night,PS2,2007,Platform,54.0,5.4,12
2848,Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,74.0,6.7,16
2849,Mega Man Battle Network,GBA,2001,Role-Playing,79.0,8.9,6
2850,Juiced: Eliminator,PSP,2006,Racing,65.0,8.2,16
